Campaign_ID,Date,Platform,Audience_Segment,Ad_Creative_Name,Spend_USD,Impressions,Clicks,Conversions,Revenue_USD,CTR_Percent,CPA_USD,ROAS
CAMP_0416,2026-04-25,Google,Tech Bros 25-34,Black Friday Early,1014.29,17177,1043,132,19340.5,6.07,7.64,19.07
CAMP_0417,2026-03-17,Meta,Corporate Executives 40-55,Summer Sale Push,4357.89,16078,715,99,7926.28,4.45,43.97,1.82
CAMP_0418,2026-04-11,Meta,Corporate Executives 40-55,New Product Launch,2910.45,18033,1249,167,17397.75,6.93,17.34,5.98
CAMP_0419,2026-04-13,Google,Tech Bros 25-34,Black Friday Early,2530.82,10201,727,100,10253.76,7.13,25.17,4.05
CAMP_0420,2026-05-06,Google,Corporate Executives 40-55,New Product Launch,4115.92,18821,606,34,4776.12,3.22,119.75,1.16
CAMP_0421,2026-04-05,LinkedIn,Tech Bros 25-34,Last Chance Alert,4856.3,8798,518,29,2790.55,5.89,163.22,0.57
CAMP_0422,2026-04-22,Google,College Students 18-24,VIP Membership,1945.23,10641,436,38,2521.43,4.1,51.06,1.3
CAMP_0423,2026-04-09,LinkedIn,College Students 18-24,Premium Features,703.94,12199,924,81,10955.34,7.58,8.66,15.56
CAMP_0424,2026-04-05,Meta,College Students 18-24,Limited Time Offer,3977.64,14581,349,44,4985.1,2.4,89.79,1.25
CAMP_0425,2026-02-28,Google,Soccer Moms 35-45,Premium Features,1131.46,4013,15,0,6.43,0.39,2938.54,0.01
CAMP_0426,2026-03-27,LinkedIn,College Students 18-24,Join Our Community,3874.9,18898,1238,135,16150.04,6.55,28.52,4.17
CAMP_0427,2026-02-27,Google,Young Professionals 30-40,Get Started Free,3345.76,9877,478,58,4910.87,4.84,57.49,1.47
CAMP_0428,2026-05-10,LinkedIn,Tech Bros 25-34,Last Chance Alert,3198.97,18338,1322,161,20583.15,7.21,19.76,6.43
CAMP_0429,2026-04-22,Meta,Soccer Moms 35-45,Limited Time Offer,1101.43,3331,11,0,6.29,0.34,3380.83,0.01
CAMP_0430,2026-03-04,Google,Tech Bros 25-34,Exclusive Deal,4725.81,15636,617,47,3665.67,3.95,99.51,0.78
CAMP_0431,2026-04-30,LinkedIn,College Students 18-24,Black Friday Early,1690.86,15943,1098,140,18036.29,6.89,12.04,10.67
CAMP_0432,2026-03-12,Google,Young Professionals 30-40,Premium Features,2157.56,13188,288,21,1380.82,2.19,98.49,0.64
CAMP_0433,2026-03-20,LinkedIn,Young Professionals 30-40,Last Chance Alert,4361.54,17405,796,55,5931.58,4.57,78.15,1.36
CAMP_0434,2026-03-18,LinkedIn,Young Professionals 30-40,Join Our Community,924.47,16976,1167,140,20716.45,6.88,6.56,22.41
CAMP_0435,2026-03-26,LinkedIn,Young Professionals 30-40,VIP Membership,525.73,13589,737,59,5255.63,5.43,8.87,10.0
CAMP_0436,2026-03-29,LinkedIn,Retirees 55-65,Get Started Free,4026.82,4698,9,0,1.66,0.19,29844.56,0.0
CAMP_0437,2026-02-22,LinkedIn,Corporate Executives 40-55,Last Chance Alert,3306.84,17147,383,51,5928.35,2.23,64.57,1.79
CAMP_0438,2026-04-21,Meta,Young Professionals 30-40,VIP Membership,2257.67,8831,514,63,7672.47,5.83,35.56,3.4
CAMP_0439,2026-04-23,LinkedIn,Tech Bros 25-34,Premium Features,3062.68,18420,787,68,7937.71,4.27,44.63,2.59
CAMP_0440,2026-03-05,LinkedIn,Young Professionals 30-40,Exclusive Deal,2493.77,13929,998,95,13873.5,7.17,25.99,5.56
CAMP_0441,2026-05-17,LinkedIn,Retirees 55-65,Limited Time Offer,2130.94,5590,7,0,2.29,0.13,15179.97,0.0
CAMP_0442,2026-03-06,Meta,Retirees 55-65,New Product Launch,3418.88,3825,5,0,1.31,0.15,41851.08,0.0
CAMP_0443,2026-04-19,Google,Corporate Executives 40-55,Limited Time Offer,3504.92,18048,544,28,3679.95,3.02,123.93,1.05
CAMP_0444,2026-05-07,LinkedIn,College Students 18-24,Last Chance Alert,4112.65,19531,1018,100,9683.77,5.22,40.84,2.35
CAMP_0445,2026-03-13,Google,Young Professionals 30-40,Summer Sale Push,1746.56,19055,1047,114,10529.22,5.5,15.25,6.03
CAMP_0446,2026-04-05,Meta,Soccer Moms 35-45,Summer Sale Push,3230.81,4642,21,0,8.56,0.46,6457.35,0.0
CAMP_0447,2026-05-11,LinkedIn,Retirees 55-65,Get Started Free,4100.33,5653,7,0,0.76,0.14,65831.02,0.0
CAMP_0448,2026-03-03,LinkedIn,Tech Bros 25-34,Last Chance Alert,4733.48,17310,479,40,4027.34,2.77,116.58,0.85
CAMP_0449,2026-03-25,Meta,Tech Bros 25-34,VIP Membership,4720.84,9021,389,22,1754.84,4.31,212.45,0.37
CAMP_0450,2026-03-31,LinkedIn,College Students 18-24,Limited Time Offer,1708.53,9211,276,17,2644.15,3.0,95.36,1.55
CAMP_0451,2026-03-04,LinkedIn,Retirees 55-65,Last Chance Alert,1488.68,3061,10,0,1.51,0.35,13328.24,0.0
CAMP_0452,2026-03-13,Meta,Soccer Moms 35-45,Join Our Community,4542.07,4330,9,0,5.09,0.22,15822.22,0.0
CAMP_0453,2026-04-20,Google,Retirees 55-65,Get Started Free,2653.23,5341,10,0,0.99,0.19,26865.83,0.0
CAMP_0454,2026-02-28,Google,Tech Bros 25-34,Summer Sale Push,2568.13,11677,809,45,4405.29,6.93,56.94,1.72
CAMP_0455,2026-04-23,Google,Young Professionals 30-40,New Product Launch,3084.29,16006,1066,145,12819.53,6.66,21.23,4.16
CAMP_0456,2026-05-03,LinkedIn,Young Professionals 30-40,Summer Sale Push,3943.22,19285,404,41,4230.31,2.09,95.43,1.07
CAMP_0457,2026-04-28,LinkedIn,College Students 18-24,Join Our Community,4272.04,12336,883,80,7170.97,7.16,53.34,1.68
CAMP_0458,2026-05-20,LinkedIn,Tech Bros 25-34,Last Chance Alert,1383.89,19417,592,63,7097.8,3.05,21.86,5.13
CAMP_0459,2026-04-13,Google,Corporate Executives 40-55,Premium Features,4866.06,19187,1237,96,6930.26,6.45,50.45,1.42
CAMP_0460,2026-05-02,Google,Retirees 55-65,Exclusive Deal,1322.77,5477,10,0,3.79,0.19,6878.14,0.0
CAMP_0461,2026-03-22,Google,Tech Bros 25-34,Join Our Community,2185.47,17572,738,43,4775.5,4.2,50.39,2.19
CAMP_0462,2026-03-13,Meta,Young Professionals 30-40,Premium Features,3527.44,10646,352,48,3992.31,3.31,72.87,1.13
CAMP_0463,2026-03-06,Meta,Young Professionals 30-40,VIP Membership,4066.68,15527,1009,65,6665.08,6.5,61.78,1.64
CAMP_0464,2026-05-20,Meta,Tech Bros 25-34,Last Chance Alert,2687.59,19048,426,33,2657.5,2.24,79.57,0.99
CAMP_0465,2026-03-08,LinkedIn,Retirees 55-65,Black Friday Early,528.96,5317,16,0,4.14,0.31,2249.76,0.01
CAMP_0466,2026-04-15,Google,Young Professionals 30-40,Limited Time Offer,2290.4,17930,542,28,2255.21,3.02,79.62,0.98
CAMP_0467,2026-03-21,Meta,Retirees 55-65,Premium Features,3515.15,4404,14,0,1.63,0.33,35076.76,0.0
CAMP_0468,2026-03-23,Meta,Tech Bros 25-34,Premium Features,4677.73,19956,1352,169,13460.64,6.78,27.59,2.88
CAMP_0469,2026-04-02,LinkedIn,College Students 18-24,Summer Sale Push,3980.21,18979,594,84,10375.9,3.13,47.03,2.61
CAMP_0470,2026-03-14,Google,Retirees 55-65,Black Friday Early,1064.69,5318,9,0,2.16,0.17,7718.35,0.0
CAMP_0471,2026-03-02,Google,Corporate Executives 40-55,Limited Time Offer,1931.22,16993,779,45,3913.25,4.59,42.17,2.03
CAMP_0472,2026-04-16,Meta,Young Professionals 30-40,Exclusive Deal,1821.99,8497,494,54,6450.39,5.82,33.56,3.54
CAMP_0473,2026-03-27,Google,College Students 18-24,Limited Time Offer,3288.27,15195,765,65,9255.32,5.04,50.51,2.81
CAMP_0474,2026-04-16,Google,Young Professionals 30-40,Premium Features,3551.51,14516,592,55,7289.58,4.08,64.07,2.05
CAMP_0475,2026-02-23,LinkedIn,College Students 18-24,Summer Sale Push,900.45,19900,1043,155,22401.07,5.25,5.81,24.88
CAMP_0476,2026-03-25,Google,College Students 18-24,New Product Launch,1579.95,16521,601,50,5076.74,3.64,31.24,3.21
CAMP_0477,2026-04-27,LinkedIn,Soccer Moms 35-45,Last Chance Alert,2619.32,3985,16,0,8.83,0.43,6160.96,0.0
CAMP_0478,2026-04-07,Meta,Retirees 55-65,VIP Membership,4736.9,5352,12,0,2.87,0.24,20624.74,0.0
CAMP_0479,2026-04-26,Google,Soccer Moms 35-45,Premium Features,3908.59,2885,8,0,1.97,0.29,38521.02,0.0
CAMP_0480,2026-03-29,Google,Retirees 55-65,VIP Membership,3217.09,5589,19,0,2.19,0.35,21840.4,0.0
CAMP_0481,2026-04-30,Meta,Soccer Moms 35-45,VIP Membership,1116.9,4201,16,0,6.71,0.39,3147.72,0.01
CAMP_0482,2026-04-27,Meta,Retirees 55-65,Black Friday Early,3463.98,5794,20,0,4.49,0.35,12787.84,0.0
CAMP_0483,2026-04-13,Google,Soccer Moms 35-45,New Product Launch,4741.97,2248,6,0,2.54,0.28,29832.72,0.0
CAMP_0484,2026-04-20,LinkedIn,Young Professionals 30-40,Last Chance Alert,914.76,15020,504,70,9187.23,3.36,13.0,10.04
CAMP_0485,2026-05-03,LinkedIn,Corporate Executives 40-55,Black Friday Early,1276.36,14815,559,80,10763.23,3.78,15.85,8.43
CAMP_0486,2026-03-13,LinkedIn,Soccer Moms 35-45,Get Started Free,1580.32,2432,5,0,1.22,0.23,26244.39,0.0
CAMP_0487,2026-05-10,Meta,Tech Bros 25-34,Summer Sale Push,1120.48,16265,1201,149,10005.07,7.39,7.49,8.93
CAMP_0488,2026-03-26,Google,Tech Bros 25-34,Summer Sale Push,3007.9,9872,691,59,8441.61,7.01,50.65,2.81
CAMP_0489,2026-03-26,Google,Corporate Executives 40-55,Last Chance Alert,4137.83,17883,770,73,6450.03,4.31,56.0,1.56
CAMP_0490,2026-02-25,Google,Young Professionals 30-40,Join Our Community,844.56,13049,732,105,9264.69,5.61,8.03,10.97
CAMP_0491,2026-03-06,Google,Retirees 55-65,Limited Time Offer,4870.18,4686,14,0,1.26,0.31,54838.81,0.0
CAMP_0492,2026-03-15,LinkedIn,Retirees 55-65,Exclusive Deal,845.61,4063,10,0,2.18,0.27,7101.63,0.0
CAMP_0493,2026-03-05,Meta,Young Professionals 30-40,Summer Sale Push,4546.67,19547,911,113,12292.61,4.66,39.89,2.7
CAMP_0494,2026-04-26,Meta,Corporate Executives 40-55,Premium Features,3003.48,8349,621,40,3255.32,7.44,73.63,1.08
CAMP_0495,2026-05-01,LinkedIn,Retirees 55-65,Join Our Community,1929.63,5906,10,0,1.88,0.18,18856.67,0.0
CAMP_0496,2026-03-30,LinkedIn,Soccer Moms 35-45,New Product Launch,1785.65,2274,6,0,1.66,0.29,24552.86,0.0
CAMP_0497,2026-03-14,Google,Retirees 55-65,Black Friday Early,4248.18,4620,16,0,2.58,0.35,22681.2,0.0
CAMP_0498,2026-04-23,Google,Soccer Moms 35-45,Limited Time Offer,1622.76,3642,10,0,4.94,0.28,5629.67,0.0
CAMP_0499,2026-04-30,LinkedIn,Soccer Moms 35-45,Summer Sale Push,3635.13,2973,8,0,2.69,0.27,31831.24,0.0
CAMP_0500,2026-04-20,LinkedIn,Corporate Executives 40-55,Summer Sale Push,2300.96,17399,625,93,5810.48,3.6,24.68,2.53
